activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
8,0.0,6,4,1,0,1,10,2,0
1,0.0,1,1,1,3,1,10,1,0
9,2900.85,2,11,1,0,1,12,2,0
1,0.0,2,16,7,5,1,20,3,0
8,0.0,3,12,1,0,1,18,5,1
6,19142.01,2,2,2,1,1,11,6,1
5,0.0,1,16,2,0,1,18,3,0
7,2494.36,1,6,2,2,1,14,6,1
5,0.0,1,10,4,2,1,17,4,0
4,2457.81,0,18,3,0,1,13,2,0
9,1215.42,3,5,8,0,1,15,4,0
4,15904.53,5,4,2,0,0,0,0,0
6,9039.01,4,2,1,3,1,20,6,1
5,0.0,4,6,5,0,1,22,3,0
6,17267.36,1,0,1,0,1,13,6,1
1,0.0,4,15,3,0,1,18,3,0
4,4536.08,4,8,1,2,0,13,2,0
8,0.0,0,4,1,0,1,16,6,1
8,0.0,6,11,2,0,1,19,2,0
5,0.0,6,0,5,0,1,13,4,0
2,138.56,6,7,5,0,1,0,0,0
0,442.24,6,8,1,0,1,10,5,1
7,524.07,3,3,2,1,1,22,5,1
4,17700.49,0,14,6,0,0,10,2,0
9,2426.57,4,14,1,2,1,10,0,0
2,1778.33,2,8,4,5,1,8,1,0
0,378.8,1,2,4,0,1,7,2,0
2,731.97,1,18,2,0,1,14,6,1
4,15508.74,1,12,9,0,1,10,5,1
3,47.25,5,4,7,2,1,10,5,1
2,2005.0,1,10,6,1,1,14,3,0
7,84.22,6,15,2,0,1,15,2,0
8,0.0,3,18,1,1,1,17,1,0
7,2000.24,6,0,1,0,1,3,0,0
2,2912.39,2,11,3,1,1,14,1,0
5,0.0,3,4,3,2,1,11,2,0
4,11811.88,0,11,1,0,0,15,2,0
5,0.0,0,2,4,0,1,20,4,0
3,76.14,2,4,1,0,1,18,6,1
7,2587.48,3,2,2,0,1,16,6,1
6,10689.01,5,4,4,5,1,11,3,0
7,1769.0,3,5,1,0,1,10,5,1
4,278.32,1,6,3,0,1,0,3,0
0,460.09,6,12,1,0,1,20,1,0
4,1543.68,4,12,1,0,1,18,2,0
3,55.89,3,1,2,0,1,22,3,0
1,0.0,5,4,5,0,1,10,2,0
0,117.01,6,12,2,0,1,14,5,1
7,2021.52,0,4,1,3,1,9,3,0
1,0.0,1,12,6,0,1,11,6,1
3,240.24,1,15,4,0,1,20,5,1
2,1872.91,0,10,2,0,1,2,6,1
3,313.66,4,13,1,0,1,15,5,1
0,48.11,1,2,4,0,1,14,6,1
3,289.43,2,2,2,0,1,23,1,0
0,347.23,5,9,3,4,1,9,0,0
7,1505.08,5,17,1,0,0,11,6,1
4,12087.95,4,0,1,1,1,19,5,1
1,0.0,6,7,2,0,1,18,6,1
9,2258.56,1,9,2,0,1,19,2,0
9,2774.23,5,18,3,0,1,21,5,1
3,242.94,3,2,2,0,1,17,2,0
5,0.0,0,15,1,2,1,11,2,0
0,458.27,1,0,2,0,1,15,1,0
9,2799.38,0,0,3,0,1,9,2,0
9,1359.11,6,2,3,2,1,16,1,0
7,917.52,6,15,2,0,1,19,4,0
5,0.0,4,3,1,0,1,19,1,0
6,10924.05,1,4,1,0,1,12,2,0
4,18622.1,4,17,3,0,0,17,4,0
2,1474.16,0,6,5,0,1,15,0,0
1,0.0,4,4,1,0,1,19,6,1
8,0.0,3,3,2,0,1,11,4,0
6,12357.76,2,9,3,0,1,19,2,0
0,332.76,0,15,3,1,1,10,4,0
1,0.0,1,11,8,0,1,13,3,0
9,1741.8,3,4,5,2,1,18,1,0
8,0.0,3,0,7,4,0,0,6,1
5,0.0,3,16,6,4,1,9,0,0
9,500.99,0,2,5,2,1,22,0,0
3,82.18,4,11,2,0,1,14,6,1
5,0.0,5,11,6,2,1,12,2,0
1,0.0,4,5,1,0,1,8,4,0
7,2019.19,2,2,2,1,1,20,1,0
3,451.0,2,2,7,0,1,6,4,0
1,0.0,4,7,2,0,1,15,4,0
4,9054.42,4,11,3,0,1,19,3,0
1,0.0,5,18,2,0,1,11,6,1
6,14013.25,2,1,9,2,0,19,5,1
2,360.98,4,16,1,1,1,20,3,0
2,696.31,6,2,9,0,1,1,1,0
4,16341.1,4,3,1,0,0,22,4,0
1,0.0,1,4,8,3,0,15,2,0
8,0.0,6,1,1,3,1,12,5,1
1,0.0,1,11,2,1,1,15,2,0
7,768.15,2,15,5,0,1,9,5,1
7,2928.26,3,13,6,0,1,15,0,0
2,2521.03,5,1,1,0,1,17,3,0
7,905.05,1,18,6,2,1,0,2,0
4,12277.31,1,18,4,1,1,13,5,1
8,0.0,3,16,1,2,1,16,5,1
1,0.0,2,8,3,0,1,16,0,0
9,399.47,4,11,1,0,0,0,4,0
1,0.0,0,1,4,4,1,15,6,1
7,2387.23,4,18,8,1,1,11,1,0
1,0.0,1,6,1,0,1,7,1,0
1,0.0,4,7,1,0,1,6,3,0
9,1455.42,5,6,1,5,0,9,1,0
9,1828.76,1,14,2,2,1,18,1,0
5,0.0,3,2,3,1,1,17,0,0
6,9692.26,6,8,1,0,1,10,6,1
9,2385.38,5,10,4,0,1,14,1,0
4,7878.39,1,13,2,0,1,12,3,0
4,4954.31,2,15,1,0,1,19,4,0
2,538.74,6,4,4,1,1,19,6,1
9,1201.02,3,1,2,0,1,22,3,0
6,19417.98,6,6,1,0,1,12,1,0
4,19709.8,6,15,4,2,0,11,4,0
5,0.0,3,11,3,0,1,15,3,0
7,2043.84,3,10,2,0,1,21,0,0
2,1976.13,2,7,4,1,1,7,3,0
8,0.0,3,0,8,0,1,10,0,0
2,2756.01,3,18,4,2,1,20,5,1
1,0.0,1,3,2,0,1,20,3,0
7,2928.79,6,18,1,0,1,8,2,0
1,0.0,1,9,2,0,1,3,1,0
2,2194.15,1,9,1,0,1,20,3,0
4,923.84,5,9,1,0,1,7,5,1
8,0.0,0,12,2,0,1,8,0,0
1,0.0,1,13,5,0,1,2,5,1
0,407.55,2,18,3,0,1,23,6,1
9,276.24,5,8,2,0,1,15,4,0
8,0.0,4,11,3,0,1,12,6,1
