activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
ATM Withdrawal,471.3,Mobile-iOS,"Sydney, AU",1,1,Not Fraud,18,1,0
Add Beneficiary,0.0,Mobile-Android,"Houston, US",1,4,Not Fraud,17,3,0
Money Transfer,7479.18,POS-Terminal,"Bangalore, IN",4,4,Not Fraud,19,6,1
ATM Withdrawal,146.2,Desktop-Windows,"Dubai, AE",2,0,Not Fraud,12,3,0
Login,0.0,Desktop-Mac,"Sydney, AU",3,0,Not Fraud,10,2,0
ATM Withdrawal,407.02,POS-Terminal,"Dubai, AE",2,0,Not Fraud,15,5,1
ATM Withdrawal,430.67,POS-Terminal,"Lagos, NG",2,0,Not Fraud,22,1,0
Bill Payment,2723.6,Mobile-iOS,"Berlin, DE",1,0,Not Fraud,10,2,0
Password Change,0.0,ATM,"Berlin, DE",1,0,Not Fraud,10,1,0
Card Swipe,236.73,Desktop-Mac,"Moscow, RU",3,0,Not Fraud,13,2,0
Money Transfer,8836.77,ATM,"Sydney, AU",1,0,Not Fraud,10,5,1
Login,0.0,Tablet,"Toronto, CA",3,0,Not Fraud,9,2,0
Wallet Top-up,2156.37,Tablet,"Bangalore, IN",2,0,Not Fraud,15,0,0
Add Beneficiary,0.0,Tablet,"Berlin, DE",2,0,Not Fraud,20,1,0
Bill Payment,1108.06,Mobile-Android,"Los Angeles, US",1,0,Not Fraud,11,6,1
Bill Payment,1146.36,Mobile-iOS,"Lagos, NG",10,0,Fraud,23,3,0
Wallet Top-up,2395.63,Desktop-Mac,"Toronto, CA",1,0,Not Fraud,15,2,0
Password Change,0.0,POS-Terminal,"London, UK",4,2,Not Fraud,10,3,0
Wallet Top-up,1519.4,Mobile-iOS,"Bangalore, IN",2,0,Not Fraud,21,2,0
Add Beneficiary,0.0,Desktop-Windows,"Berlin, DE",2,0,Not Fraud,17,3,0
Bill Payment,1730.16,Mobile-iOS,"Singapore, SG",1,0,Not Fraud,16,1,0
Money Transfer,2571.64,Mobile-iOS,"Kolkata, IN",1,2,Fraud,1,3,0
Bill Payment,1209.94,Desktop-Windows,"Singapore, SG",6,0,Not Fraud,15,4,0
Password Change,0.0,Desktop-Mac,"Sao Paulo, BR",2,1,Not Fraud,22,2,0
Money Transfer,3087.52,POS-Terminal,"Bangalore, IN",2,0,Not Fraud,0,6,1
ATM Withdrawal,251.71,Tablet,"Sydney, AU",7,0,Fraud,3,3,0
Login,0.0,Mobile-iOS,"Delhi, IN",1,2,Not Fraud,19,0,0
ATM Withdrawal,91.14,Mobile-iOS,"Toronto, CA",6,5,Not Fraud,10,3,0
Bill Payment,292.45,Mobile-Android,"Moscow, RU",1,2,Not Fraud,15,3,0
Online Purchase,849.1,Tablet,"Chicago, US",2,3,Not Fraud,22,3,0
ATM Withdrawal,52.56,Mobile-Android,"Kolkata, IN",5,1,Not Fraud,8,5,1
Wallet Top-up,1009.33,ATM,"Los Angeles, US",3,2,Not Fraud,13,6,1
Wallet Top-up,955.99,POS-Terminal,"New York, US",3,0,Not Fraud,19,2,0
Online Purchase,2021.68,Mobile-iOS,"Sao Paulo, BR",1,0,Not Fraud,10,0,0
Login,0.0,Mobile-iOS,"Sao Paulo, BR",1,1,Not Fraud,13,4,0
Password Change,0.0,Desktop-Windows,"Dubai, AE",6,1,Not Fraud,13,2,0
Wallet Top-up,1445.47,ATM,"Berlin, DE",2,0,Not Fraud,7,0,0
Bill Payment,1396.88,Desktop-Mac,"Sao Paulo, BR",4,0,Not Fraud,11,5,1
Online Purchase,91.74,ATM,"Delhi, IN",3,0,Not Fraud,10,2,0
Card Swipe,218.35,POS-Terminal,"London, UK",3,0,Not Fraud,10,0,0
Loan Application,17518.66,Tablet,"Moscow, RU",1,0,Not Fraud,14,2,0
Password Change,0.0,Mobile-Android,"Sydney, AU",2,0,Not Fraud,18,1,0
ATM Withdrawal,402.63,Tablet,"Sao Paulo, BR",7,0,Not Fraud,21,1,0
Wallet Top-up,1196.82,Mobile-Android,"London, UK",4,0,Not Fraud,13,2,0
Bill Payment,2455.8,Mobile-Android,"Sydney, AU",4,1,Not Fraud,20,0,0
Money Transfer,14730.67,ATM,"Toronto, CA",2,0,Not Fraud,19,3,0
Card Swipe,109.31,Desktop-Mac,"Toronto, CA",1,4,Not Fraud,10,3,0
Wallet Top-up,1522.25,Desktop-Windows,"Berlin, DE",4,0,Not Fraud,12,4,0
Card Swipe,191.21,Mobile-iOS,"Berlin, DE",9,0,Not Fraud,15,3,0
Loan Application,5036.88,Tablet,"Sao Paulo, BR",3,0,Not Fraud,8,4,0
Bill Payment,114.35,Mobile-Android,"London, UK",1,0,Not Fraud,17,1,0
Password Change,0.0,ATM,"Sao Paulo, BR",4,3,Not Fraud,13,4,0
Bill Payment,2271.88,Mobile-iOS,"Bangalore, IN",9,0,Not Fraud,8,2,0
Wallet Top-up,1464.14,Mobile-Android,"Toronto, CA",2,0,Not Fraud,18,6,1
Loan Application,13021.9,ATM,"Moscow, RU",4,0,Fraud,8,5,1
Online Purchase,2808.93,Mobile-iOS,"Houston, US",4,0,Not Fraud,21,1,0
Bill Payment,1414.13,Mobile-iOS,"Houston, US",1,0,Not Fraud,23,6,1
Loan Application,3171.24,Desktop-Windows,"Moscow, RU",7,0,Fraud,11,3,0
Password Change,0.0,Tablet,"Lagos, NG",3,0,Not Fraud,16,4,0
Bill Payment,792.5,POS-Terminal,"Berlin, DE",2,1,Not Fraud,7,5,1
Online Purchase,508.46,ATM,"Moscow, RU",1,0,Not Fraud,18,1,0
Login,0.0,POS-Terminal,"Bangalore, IN",2,1,Not Fraud,8,5,1
Add Beneficiary,0.0,Desktop-Windows,"Dubai, AE",2,0,Not Fraud,18,1,0
Bill Payment,2520.43,Desktop-Windows,"Beijing, CN",3,0,Not Fraud,15,0,0
Password Change,0.0,POS-Terminal,"Delhi, IN",3,2,Not Fraud,20,6,1
Bill Payment,2799.91,Tablet,"Houston, US",3,0,Not Fraud,23,3,0
Loan Application,5496.91,Mobile-Android,"Kolkata, IN",4,0,Not Fraud,16,5,1
Loan Application,12663.19,POS-Terminal,"Sao Paulo, BR",5,0,Not Fraud,13,1,0
Bill Payment,2613.39,Mobile-Android,"Los Angeles, US",3,0,Not Fraud,8,1,0
Loan Application,14762.2,Desktop-Windows,"Singapore, SG",1,5,Fraud,11,1,0
Add Beneficiary,0.0,Mobile-Android,"Houston, US",4,0,Not Fraud,12,3,0
ATM Withdrawal,308.18,POS-Terminal,"Dubai, AE",7,0,Not Fraud,17,3,0
Card Swipe,288.4,Mobile-Android,"Chicago, US",1,1,Not Fraud,17,1,0
Login,0.0,POS-Terminal,Tor Exit Node,2,1,Not Fraud,9,1,0
Login,0.0,Mobile-iOS,"Lagos, NG",2,2,Fraud,12,3,0
ATM Withdrawal,137.08,Tablet,"Mumbai, IN",4,0,Not Fraud,13,1,0
Bill Payment,1616.16,POS-Terminal,"Dubai, AE",4,0,Not Fraud,9,6,1
Online Purchase,778.35,Tablet,"Beijing, CN",1,0,Not Fraud,13,3,0
Password Change,0.0,Mobile-Android,"Chicago, US",2,0,Not Fraud,17,0,0
Bill Payment,1403.19,Tablet,"Bangalore, IN",3,0,Not Fraud,9,6,1
Password Change,0.0,Desktop-Windows,"New York, US",7,0,Not Fraud,15,6,1
ATM Withdrawal,477.45,Mobile-iOS,Unknown Location,6,4,Fraud,12,0,0
Bill Payment,1991.9,ATM,"Berlin, DE",5,0,Not Fraud,18,4,0
Bill Payment,605.22,Mobile-iOS,"Dubai, AE",2,1,Not Fraud,9,0,0
Login,0.0,Tablet,"Beijing, CN",3,3,Not Fraud,13,3,0
Add Beneficiary,0.0,Desktop-Mac,"Berlin, DE",6,2,Fraud,8,1,0
Wallet Top-up,219.61,Mobile-iOS,"Singapore, SG",1,0,Not Fraud,13,1,0
Login,0.0,Mobile-Android,"Moscow, RU",1,0,Not Fraud,16,5,1
Add Beneficiary,0.0,Desktop-Windows,"Delhi, IN",5,0,Not Fraud,16,4,0
Add Beneficiary,0.0,ATM,"Los Angeles, US",3,0,Not Fraud,17,2,0
Password Change,0.0,Desktop-Mac,"New York, US",3,1,Not Fraud,8,2,0
Add Beneficiary,0.0,ATM,"Berlin, DE",2,0,Not Fraud,10,2,0
Password Change,0.0,ATM,"Delhi, IN",3,0,Not Fraud,7,5,1
Online Purchase,1547.11,Mobile-Android,"Bangalore, IN",1,2,Not Fraud,16,1,0
ATM Withdrawal,218.59,Tablet,"London, UK",1,0,Not Fraud,17,1,0
Password Change,0.0,Mobile-iOS,"Houston, US",2,0,Not Fraud,18,5,1
ATM Withdrawal,179.24,ATM,"Singapore, SG",7,2,Not Fraud,13,6,1
Password Change,0.0,POS-Terminal,"Dubai, AE",1,0,Not Fraud,12,5,1
Add Beneficiary,0.0,POS-Terminal,"Beijing, CN",6,2,Not Fraud,12,4,0
Loan Application,5256.47,ATM,"London, UK",4,0,Not Fraud,11,3,0
ATM Withdrawal,375.97,Mobile-Android,"Moscow, RU",6,1,Fraud,18,5,1
Add Beneficiary,0.0,Tablet,"Berlin, DE",3,0,Not Fraud,16,1,0
Money Transfer,12247.16,Tablet,"Delhi, IN",3,0,Not Fraud,18,0,0
Password Change,0.0,Desktop-Mac,"Dubai, AE",2,0,Not Fraud,11,5,1
Add Beneficiary,0.0,POS-Terminal,"Sydney, AU",9,0,Fraud,1,1,0
Password Change,0.0,Tablet,"Lagos, NG",3,0,Not Fraud,13,6,1
Wallet Top-up,2233.44,Mobile-iOS,"Delhi, IN",7,0,Fraud,23,6,1
Money Transfer,11436.36,POS-Terminal,"Kolkata, IN",3,0,Not Fraud,9,5,1
Password Change,0.0,POS-Terminal,"Kolkata, IN",4,0,Not Fraud,18,4,0
Card Swipe,380.85,ATM,"Houston, US",1,0,Not Fraud,10,0,0
Money Transfer,7697.9,POS-Terminal,"New York, US",1,0,Not Fraud,16,1,0
Login,0.0,POS-Terminal,"Bangalore, IN",1,0,Not Fraud,11,0,0
Online Purchase,2551.68,Mobile-iOS,"Houston, US",7,3,Not Fraud,8,1,0
Money Transfer,17894.19,POS-Terminal,"Moscow, RU",9,1,Fraud,9,1,0
Loan Application,16765.62,Desktop-Mac,"Sao Paulo, BR",1,1,Fraud,20,1,0
Add Beneficiary,0.0,POS-Terminal,"Sydney, AU",4,0,Not Fraud,5,4,0
Login,0.0,POS-Terminal,"Berlin, DE",2,1,Not Fraud,11,2,0
Money Transfer,2962.38,ATM,"Chicago, US",1,0,Not Fraud,10,5,1
Card Swipe,112.94,Desktop-Mac,"Singapore, SG",2,0,Not Fraud,7,6,1
Card Swipe,172.02,Tablet,"New York, US",1,0,Not Fraud,13,2,0
ATM Withdrawal,160.26,Desktop-Mac,"Sao Paulo, BR",3,0,Not Fraud,17,3,0
Add Beneficiary,0.0,Mobile-iOS,"Lagos, NG",1,0,Fraud,10,2,0
Add Beneficiary,0.0,POS-Terminal,"Chicago, US",5,0,Not Fraud,13,6,1
Bill Payment,2612.99,Mobile-Android,"Beijing, CN",1,0,Not Fraud,13,1,0
Online Purchase,1072.72,Mobile-Android,"Dubai, AE",5,1,Not Fraud,13,3,0
Add Beneficiary,0.0,Desktop-Windows,"Lagos, NG",2,1,Not Fraud,16,5,1
Loan Application,10482.83,POS-Terminal,Tor Exit Node,5,0,Fraud,10,6,1
Loan Application,5351.98,ATM,"Singapore, SG",6,0,Not Fraud,10,0,0
Online Purchase,735.6,Tablet,"Singapore, SG",1,1,Not Fraud,18,6,1
Money Transfer,9546.91,Desktop-Mac,"Toronto, CA",1,0,Not Fraud,7,1,0
Loan Application,16125.03,ATM,"Delhi, IN",1,0,Fraud,16,3,0
Wallet Top-up,854.85,Mobile-iOS,"Mumbai, IN",3,0,Not Fraud,16,5,1
Card Swipe,13.19,Mobile-iOS,"Houston, US",4,1,Not Fraud,20,2,0
Wallet Top-up,2468.56,Mobile-iOS,"Toronto, CA",2,1,Not Fraud,9,5,1
Loan Application,4245.32,ATM,"Delhi, IN",1,0,Not Fraud,17,2,0
Card Swipe,330.21,Mobile-iOS,Unknown Location,2,2,Fraud,18,0,0
ATM Withdrawal,173.52,Desktop-Windows,"Delhi, IN",2,0,Not Fraud,11,5,1
Password Change,0.0,Desktop-Windows,"New York, US",4,0,Not Fraud,16,2,0
Login,0.0,Tablet,"Lagos, NG",1,0,Not Fraud,11,1,0
Online Purchase,485.45,Mobile-Android,"Berlin, DE",2,4,Not Fraud,17,3,0
Login,0.0,Tablet,"Mumbai, IN",7,0,Not Fraud,7,2,0
Add Beneficiary,0.0,Desktop-Windows,"Lagos, NG",3,0,Fraud,19,5,1
ATM Withdrawal,282.77,ATM,"Berlin, DE",6,1,Not Fraud,19,2,0
Online Purchase,556.5,Mobile-iOS,"Beijing, CN",4,0,Not Fraud,13,3,0
Add Beneficiary,0.0,Mobile-Android,"Dubai, AE",1,5,Fraud,12,3,0
Wallet Top-up,2619.88,Tablet,"Mumbai, IN",1,0,Not Fraud,11,4,0
Bill Payment,2396.78,Desktop-Mac,"Moscow, RU",10,1,Fraud,19,0,0
Card Swipe,445.78,Mobile-Android,"Houston, US",3,0,Not Fraud,23,2,0
Login,0.0,Mobile-iOS,"Toronto, CA",1,2,Not Fraud,16,4,0
Online Purchase,2310.93,POS-Terminal,"Singapore, SG",1,1,Not Fraud,15,3,0
Money Transfer,573.18,Mobile-iOS,"Sydney, AU",8,0,Not Fraud,15,5,1
Online Purchase,912.27,Mobile-iOS,"Berlin, DE",1,2,Not Fraud,12,3,0
Login,0.0,Mobile-iOS,"Delhi, IN",2,0,Not Fraud,13,2,0
Money Transfer,19386.41,Mobile-Android,"Houston, US",1,3,Not Fraud,14,1,0
Online Purchase,634.93,Desktop-Windows,"Sydney, AU",7,0,Not Fraud,7,5,1
Money Transfer,7125.89,ATM,"Beijing, CN",1,1,Not Fraud,22,1,0
ATM Withdrawal,367.52,Mobile-iOS,"Houston, US",1,0,Not Fraud,21,1,0
Login,0.0,POS-Terminal,"Toronto, CA",3,2,Not Fraud,15,2,0
Wallet Top-up,2896.07,Desktop-Windows,"Singapore, SG",1,0,Not Fraud,18,6,1
Add Beneficiary,0.0,Tablet,"Toronto, CA",4,0,Not Fraud,16,6,1
Login,0.0,Tablet,"Houston, US",1,0,Not Fraud,14,4,0
Card Swipe,237.57,Mobile-iOS,"Dubai, AE",5,0,Not Fraud,12,2,0
Bill Payment,972.01,Mobile-Android,"Bangalore, IN",4,2,Not Fraud,14,3,0
Bill Payment,680.53,Desktop-Windows,"Singapore, SG",1,0,Not Fraud,6,0,0
Card Swipe,337.49,ATM,"Singapore, SG",2,0,Not Fraud,14,0,0
Add Beneficiary,0.0,Mobile-Android,"Chicago, US",1,1,Not Fraud,16,6,1
Card Swipe,430.26,Desktop-Mac,"Bangalore, IN",1,0,Not Fraud,9,2,0
Wallet Top-up,2772.04,Desktop-Windows,"Berlin, DE",2,0,Not Fraud,11,4,0
ATM Withdrawal,40.93,Mobile-iOS,"Los Angeles, US",9,2,Not Fraud,12,1,0
Bill Payment,2620.55,Mobile-Android,"Kolkata, IN",9,0,Not Fraud,11,4,0
Online Purchase,2201.57,Tablet,"Dubai, AE",2,2,Not Fraud,11,5,1
Password Change,0.0,POS-Terminal,"Dubai, AE",1,3,Not Fraud,8,3,0
Online Purchase,838.87,Tablet,"Kolkata, IN",6,0,Not Fraud,22,3,0
Money Transfer,5064.02,POS-Terminal,"Moscow, RU",8,0,Fraud,15,0,0
Card Swipe,413.0,ATM,"Chicago, US",2,0,Not Fraud,18,4,0
Online Purchase,2890.26,POS-Terminal,"Sao Paulo, BR",7,0,Not Fraud,10,5,1
Password Change,0.0,Tablet,"Los Angeles, US",3,0,Not Fraud,0,4,0
Loan Application,9114.63,Desktop-Windows,"Singapore, SG",7,0,Fraud,5,4,0
Add Beneficiary,0.0,ATM,"Berlin, DE",4,0,Not Fraud,15,4,0
Online Purchase,2608.74,Desktop-Mac,"Los Angeles, US",1,1,Not Fraud,17,0,0
Password Change,0.0,Mobile-Android,"New York, US",4,0,Not Fraud,12,2,0
Money Transfer,19946.19,ATM,"Lagos, NG",3,2,Fraud,19,3,0
Loan Application,16772.2,Mobile-Android,"Kolkata, IN",1,0,Not Fraud,16,5,1
Card Swipe,427.59,Desktop-Mac,"Dubai, AE",3,1,Not Fraud,15,4,0
Login,0.0,Desktop-Mac,"Berlin, DE",4,2,Not Fraud,16,6,1
Password Change,0.0,ATM,"New York, US",2,5,Fraud,23,4,0
Wallet Top-up,2313.57,ATM,"Mumbai, IN",5,2,Not Fraud,14,6,1
Loan Application,10787.78,Desktop-Windows,"Los Angeles, US",4,0,Fraud,19,4,0
Bill Payment,2270.91,Desktop-Windows,"Mumbai, IN",2,0,Not Fraud,9,0,0
Login,0.0,Tablet,"Beijing, CN",3,1,Not Fraud,7,3,0
Money Transfer,1856.32,ATM,"London, UK",4,0,Not Fraud,15,0,0
Money Transfer,16907.94,Desktop-Windows,"Moscow, RU",9,0,Fraud,18,3,0
Online Purchase,1646.22,Mobile-iOS,"Dubai, AE",9,0,Not Fraud,17,2,0
Bill Payment,42.19,Desktop-Mac,"Dubai, AE",2,0,Not Fraud,10,4,0
Wallet Top-up,1744.78,POS-Terminal,"London, UK",4,0,Not Fraud,16,3,0
Password Change,0.0,Tablet,"Mumbai, IN",8,0,Not Fraud,21,6,1
Money Transfer,19621.17,Tablet,"Toronto, CA",5,0,Fraud,18,4,0
Card Swipe,141.88,Desktop-Mac,"Lagos, NG",1,5,Fraud,19,2,0
Wallet Top-up,1952.58,Mobile-iOS,"Los Angeles, US",2,4,Fraud,20,0,0
Login,0.0,ATM,Tor Exit Node,9,0,Not Fraud,17,0,0
ATM Withdrawal,171.96,Mobile-iOS,"Berlin, DE",9,0,Not Fraud,15,1,0
Password Change,0.0,Mobile-Android,"Sydney, AU",4,1,Not Fraud,15,5,1
Login,0.0,Desktop-Windows,"Los Angeles, US",7,0,Not Fraud,16,4,0
Card Swipe,77.87,Mobile-iOS,"Sao Paulo, BR",6,0,Not Fraud,11,1,0
Online Purchase,683.79,Desktop-Mac,"Sao Paulo, BR",2,0,Not Fraud,23,4,0
Password Change,0.0,Mobile-Android,"Mumbai, IN",2,2,Not Fraud,7,5,1
Loan Application,9989.12,POS-Terminal,"Singapore, SG",3,0,Not Fraud,14,1,0
Bill Payment,2444.01,Tablet,"Singapore, SG",4,0,Not Fraud,13,3,0
Bill Payment,1772.37,Tablet,"Chicago, US",3,0,Not Fraud,8,2,0
Card Swipe,472.57,Desktop-Windows,"Chicago, US",8,0,Not Fraud,17,2,0
Login,0.0,ATM,"Singapore, SG",4,2,Not Fraud,21,6,1
Password Change,0.0,Tablet,"Sydney, AU",4,0,Not Fraud,21,6,1
ATM Withdrawal,472.68,Desktop-Mac,"New York, US",1,0,Not Fraud,12,2,0
ATM Withdrawal,387.71,Mobile-iOS,"Kolkata, IN",2,0,Not Fraud,17,5,1
Wallet Top-up,88.75,Tablet,"New York, US",5,2,Not Fraud,22,1,0
Money Transfer,9171.81,Mobile-Android,"Sao Paulo, BR",2,0,Not Fraud,9,6,1
Money Transfer,18490.03,ATM,"Mumbai, IN",1,0,Not Fraud,0,0,0
Login,0.0,POS-Terminal,"London, UK",7,1,Not Fraud,8,0,0
Add Beneficiary,0.0,Desktop-Mac,"Toronto, CA",6,2,Not Fraud,17,2,0
Add Beneficiary,0.0,POS-Terminal,"Beijing, CN",1,0,Not Fraud,2,6,1
Bill Payment,1613.13,POS-Terminal,Unknown Location,2,0,Fraud,8,1,0
Money Transfer,15231.74,Mobile-Android,"Lagos, NG",2,0,Not Fraud,12,4,0
Online Purchase,118.9,ATM,"Los Angeles, US",2,0,Not Fraud,12,4,0
Wallet Top-up,2301.54,Mobile-Android,"Lagos, NG",7,0,Fraud,9,6,1
Online Purchase,2705.18,Tablet,"Los Angeles, US",1,0,Not Fraud,4,6,1
Online Purchase,1806.97,Desktop-Windows,"Los Angeles, US",3,0,Not Fraud,10,2,0
Password Change,0.0,POS-Terminal,"London, UK",2,0,Not Fraud,12,0,0
Online Purchase,2287.72,POS-Terminal,"Dubai, AE",2,0,Not Fraud,1,0,0
Card Swipe,456.02,Desktop-Windows,"Kolkata, IN",3,0,Not Fraud,10,3,0
Password Change,0.0,Mobile-iOS,"Kolkata, IN",2,0,Not Fraud,9,0,0
Add Beneficiary,0.0,Desktop-Mac,"Sao Paulo, BR",2,0,Not Fraud,19,0,0
Online Purchase,2825.93,Desktop-Mac,"Bangalore, IN",2,0,Not Fraud,12,0,0
Wallet Top-up,621.72,ATM,"Sao Paulo, BR",4,0,Not Fraud,9,2,0
Password Change,0.0,Desktop-Mac,"Chicago, US",3,0,Not Fraud,16,3,0
Online Purchase,1016.36,Tablet,"Delhi, IN",7,0,Not Fraud,20,3,0
Loan Application,15396.34,Mobile-iOS,"Chicago, US",2,0,Not Fraud,16,4,0
Loan Application,18663.75,Mobile-Android,"Beijing, CN",4,0,Not Fraud,16,2,0
Money Transfer,6300.21,Mobile-iOS,"Toronto, CA",1,0,Not Fraud,21,5,1
Card Swipe,175.92,Tablet,"Chicago, US",6,0,Not Fraud,9,4,0
Bill Payment,1687.18,ATM,"Singapore, SG",9,1,Not Fraud,16,3,0
Login,0.0,Desktop-Mac,"Houston, US",1,1,Not Fraud,8,1,0
Card Swipe,448.05,Desktop-Windows,"Kolkata, IN",6,0,Not Fraud,23,6,1
Add Beneficiary,0.0,POS-Terminal,"Houston, US",3,0,Not Fraud,21,1,0
Login,0.0,Desktop-Windows,"Dubai, AE",1,0,Not Fraud,16,3,0
Bill Payment,160.77,Desktop-Mac,"Mumbai, IN",1,5,Not Fraud,10,4,0
Wallet Top-up,98.96,POS-Terminal,"Lagos, NG",2,0,Not Fraud,20,4,0
Login,0.0,Desktop-Windows,"Mumbai, IN",2,5,Not Fraud,17,0,0
Bill Payment,2829.0,Desktop-Windows,"London, UK",6,3,Not Fraud,17,1,0
Money Transfer,509.0,Mobile-Android,"Houston, US",1,0,Not Fraud,8,1,0
Login,0.0,Tablet,"Los Angeles, US",3,4,Not Fraud,18,3,0
Loan Application,2483.47,Mobile-Android,"Houston, US",4,0,Not Fraud,17,3,0
Login,0.0,Tablet,"Houston, US",5,1,Not Fraud,17,1,0
ATM Withdrawal,368.47,Mobile-iOS,"Sydney, AU",1,4,Not Fraud,15,3,0
Loan Application,19455.84,Mobile-iOS,"Houston, US",2,5,Fraud,17,0,0
Loan Application,8275.03,ATM,"Mumbai, IN",1,0,Not Fraud,16,3,0
Money Transfer,1279.31,Tablet,"Sao Paulo, BR",2,1,Not Fraud,13,3,0
Loan Application,15439.15,POS-Terminal,"Kolkata, IN",3,1,Not Fraud,21,3,0
Card Swipe,191.52,POS-Terminal,"Houston, US",3,0,Not Fraud,11,1,0
Card Swipe,168.94,Desktop-Mac,"Bangalore, IN",1,1,Not Fraud,19,0,0
Password Change,0.0,Desktop-Mac,"Mumbai, IN",2,2,Not Fraud,12,5,1
Online Purchase,289.06,Mobile-iOS,"New York, US",2,0,Not Fraud,12,4,0
Card Swipe,307.34,Desktop-Mac,"Kolkata, IN",1,4,Not Fraud,14,0,0
Loan Application,5821.97,Desktop-Mac,"Sydney, AU",8,0,Fraud,10,1,0
Loan Application,2480.86,Desktop-Windows,"Berlin, DE",5,0,Not Fraud,8,5,1
Card Swipe,191.3,ATM,"Singapore, SG",3,3,Not Fraud,10,5,1
Loan Application,15886.67,ATM,"Moscow, RU",9,0,Fraud,17,0,0
Loan Application,9421.56,Desktop-Mac,"Sao Paulo, BR",3,0,Not Fraud,0,5,1
Money Transfer,9017.22,POS-Terminal,"Chicago, US",5,0,Not Fraud,18,2,0
Password Change,0.0,Mobile-iOS,"Berlin, DE",8,0,Not Fraud,11,5,1
Online Purchase,2473.29,Mobile-Android,"Toronto, CA",1,2,Not Fraud,16,2,0
Login,0.0,Mobile-Android,"New York, US",3,0,Not Fraud,11,0,0
Add Beneficiary,0.0,Desktop-Windows,"Los Angeles, US",1,0,Not Fraud,15,0,0
Loan Application,2614.29,Desktop-Windows,"Lagos, NG",2,0,Fraud,22,0,0
Add Beneficiary,0.0,Tablet,"Dubai, AE",1,0,Not Fraud,16,1,0
Card Swipe,41.3,Mobile-iOS,Tor Exit Node,1,1,Not Fraud,5,2,0
Add Beneficiary,0.0,Tablet,"Los Angeles, US",2,1,Not Fraud,11,6,1
Card Swipe,87.94,Mobile-iOS,"Los Angeles, US",3,0,Not Fraud,18,4,0
Login,0.0,Mobile-iOS,"Sydney, AU",2,1,Not Fraud,9,0,0
ATM Withdrawal,251.19,Mobile-Android,"New York, US",3,0,Not Fraud,17,2,0
Wallet Top-up,2696.24,Mobile-Android,"Singapore, SG",4,0,Not Fraud,8,6,1
Loan Application,5162.75,Mobile-Android,"Beijing, CN",2,0,Not Fraud,9,4,0
Add Beneficiary,0.0,Mobile-iOS,"Houston, US",3,1,Not Fraud,19,1,0
Password Change,0.0,Tablet,"Singapore, SG",5,0,Not Fraud,13,4,0
Password Change,0.0,Desktop-Windows,"Bangalore, IN",2,1,Not Fraud,9,4,0
Online Purchase,237.63,Tablet,"New York, US",1,0,Not Fraud,7,2,0
Money Transfer,1118.08,Desktop-Windows,"Los Angeles, US",2,0,Not Fraud,9,2,0
Bill Payment,791.86,Mobile-iOS,"Chicago, US",3,4,Not Fraud,21,5,1
Login,0.0,ATM,"Singapore, SG",3,0,Not Fraud,7,6,1
Money Transfer,14642.11,Desktop-Mac,"New York, US",2,2,Fraud,8,0,0
Loan Application,17953.29,POS-Terminal,"Toronto, CA",2,2,Not Fraud,16,3,0
Online Purchase,2070.58,Tablet,"Dubai, AE",2,4,Not Fraud,19,1,0
Password Change,0.0,Desktop-Mac,"Lagos, NG",2,3,Not Fraud,7,2,0
Add Beneficiary,0.0,Desktop-Windows,"Berlin, DE",1,1,Not Fraud,9,2,0
Password Change,0.0,Mobile-iOS,"Mumbai, IN",2,0,Not Fraud,22,3,0
Wallet Top-up,2755.3,Tablet,"Moscow, RU",4,2,Fraud,23,5,1
Money Transfer,16477.7,Tablet,"Los Angeles, US",1,3,Not Fraud,20,5,1
Money Transfer,6543.47,Desktop-Mac,"Sydney, AU",5,0,Not Fraud,19,3,0
Online Purchase,1923.21,ATM,"Houston, US",1,1,Not Fraud,13,0,0
Money Transfer,13914.0,ATM,"Houston, US",3,4,Not Fraud,11,2,0
Login,0.0,ATM,"Beijing, CN",1,0,Not Fraud,11,3,0
Add Beneficiary,0.0,Desktop-Mac,"Mumbai, IN",2,0,Not Fraud,0,5,1
Card Swipe,488.74,POS-Terminal,"Bangalore, IN",4,1,Not Fraud,14,4,0
Card Swipe,497.37,Mobile-Android,"Bangalore, IN",2,0,Not Fraud,12,2,0
Loan Application,19680.8,POS-Terminal,"Dubai, AE",1,0,Not Fraud,1,4,0
Wallet Top-up,1336.07,Tablet,"Delhi, IN",7,1,Not Fraud,14,5,1
Card Swipe,95.22,Desktop-Windows,"Moscow, RU",2,1,Not Fraud,13,5,1
Card Swipe,132.03,Mobile-iOS,"Berlin, DE",1,0,Not Fraud,12,1,0
Online Purchase,2142.91,Mobile-iOS,"Chicago, US",4,3,Not Fraud,19,6,1
Password Change,0.0,Tablet,"Singapore, SG",2,0,Not Fraud,19,1,0
Wallet Top-up,2107.63,POS-Terminal,"Mumbai, IN",2,3,Not Fraud,5,2,0
Bill Payment,263.7,Tablet,"Mumbai, IN",1,0,Not Fraud,9,2,0
Online Purchase,611.33,Mobile-Android,"Mumbai, IN",2,0,Not Fraud,11,4,0
Bill Payment,961.99,Mobile-iOS,"Beijing, CN",2,0,Not Fraud,10,0,0
Money Transfer,2964.94,ATM,"Los Angeles, US",2,5,Not Fraud,8,5,1
