  ,activity,amount,timestamp,device,location,frequency,failed_attempts,previous_behavior,risk_label
user_3743,Money Transfer,7665.31,12-07-2025 14:45,ATM,"Mumbai, IN",1,0,Frequent user - daily activity,Not Fraud
user_9970,Add Beneficiary,0,21-08-2025 16:09,Tablet,"Bangalore, IN",1,0,Dormant account - reactivated,Not Fraud
user_1875,Money Transfer,19908.81,03-05-2025 08:46,Mobile-iOS,"New York, US",1,0,Recently flagged - suspicious history,Fraud
user_3088,Online Purchase,410.13,23-01-2025 22:03,Desktop-Windows,"Toronto, CA",9,1,Occasional user - sporadic activity,Not Fraud
user_2797,Money Transfer,8458.13,04-06-2025 22:23,POS-Terminal,"Houston, US",1,0,Regular user - consistent pattern,Not Fraud
user_1591,Online Purchase,2936.13,08-02-2025 10:45,Mobile-iOS,"Dubai, AE",1,0,Dormant account - reactivated,Not Fraud
user_2691,Online Purchase,1121.93,14-07-2025 09:57,Mobile-iOS,"Sydney, AU",2,2,Multiple device switches,Not Fraud
user_7485,Online Purchase,13.64,03-07-2025 23:03,ATM,"Moscow, RU",7,0,Consistent single-device user,Fraud
user_7518,Loan Application,1964.28,19-01-2025 14:08,POS-Terminal,"New York, US",1,0,Multiple device switches,Not Fraud
user_8695,ATM Withdrawal,195.28,30-05-2025 16:55,POS-Terminal,"Kolkata, IN",1,3,Regular user - consistent pattern,Not Fraud
user_5062,Wallet Top-up,2464.43,11-02-2025 05:24,Mobile-iOS,"Lagos, NG",5,0,New user - no history,Not Fraud
user_8976,Login,0,23-05-2025 14:23,Desktop-Windows,"Kolkata, IN",2,4,Multiple device switches,Not Fraud
user_1664,Add Beneficiary,0,09-02-2025 10:25,Mobile-Android,"Lagos, NG",5,0,Regular user - consistent pattern,Not Fraud
user_5173,ATM Withdrawal,331.45,20-02-2025 13:27,POS-Terminal,"Toronto, CA",4,1,Multiple device switches,Not Fraud
user_1139,ATM Withdrawal,327.14,03-02-2025 12:29,ATM,"Houston, US",1,2,New user - no history,Not Fraud
user_5841,Bill Payment,770.9,24-08-2025 18:42,ATM,"Sao Paulo, BR",7,0,Dormant account - reactivated,Not Fraud
user_3478,Money Transfer,13599.6,11-01-2025 20:40,Tablet,"Sao Paulo, BR",7,0,New user - no history,Not Fraud
user_3416,Online Purchase,2174.44,18-06-2025 21:45,Tablet,"Lagos, NG",2,0,Dormant account - reactivated,Not Fraud
user_5615,Card Swipe,487.31,15-01-2025 09:23,Desktop-Windows,"Sydney, AU",1,0,Frequent user - daily activity,Not Fraud
user_4946,Money Transfer,1619.78,16-05-2025 19:54,Desktop-Mac,"Delhi, IN",2,1,Dormant account - reactivated,Not Fraud
user_7396,Loan Application,13519.03,13-04-2025 14:50,Tablet,"Sao Paulo, BR",4,5,Dormant account - reactivated,Fraud
user_4930,Add Beneficiary,0,11-03-2025 12:30,Desktop-Mac,"Delhi, IN",4,1,Multiple device switches,Not Fraud
user_8059,Online Purchase,2718.3,15-03-2025 08:11,Desktop-Windows,"New York, US",3,0,Dormant account - reactivated,Not Fraud
user_6019,Wallet Top-up,267.18,02-06-2025 11:48,Mobile-iOS,"Toronto, CA",7,0,Multiple device switches,Not Fraud
user_8318,Bill Payment,342.96,11-08-2025 21:00,Desktop-Windows,"Chicago, US",2,1,New user - no history,Not Fraud
user_3975,Add Beneficiary,0,14-01-2025 08:52,POS-Terminal,"Kolkata, IN",3,0,Frequent user - daily activity,Not Fraud
user_7806,Money Transfer,6054.9,03-07-2025 11:19,ATM,"Los Angeles, US",3,0,Consistent single-device user,Not Fraud
user_2708,Login,0,07-07-2025 01:41,Mobile-Android,"Sydney, AU",2,0,Occasional user - sporadic activity,Not Fraud
user_2300,Password Change,0,23-08-2025 18:28,Tablet,"Toronto, CA",1,0,Recently flagged - suspicious history,Not Fraud
user_8093,Wallet Top-up,2393.54,16-06-2025 10:54,POS-Terminal,"Sydney, AU",1,0,Occasional user - sporadic activity,Not Fraud
user_9667,Add Beneficiary,0,30-07-2025 19:56,Mobile-iOS,"London, UK",2,0,Multiple device switches,Not Fraud
user_6307,Add Beneficiary,0,29-01-2025 09:29,Desktop-Windows,"Singapore, SG",3,0,Dormant account - reactivated,Not Fraud
user_8197,Wallet Top-up,193.33,16-06-2025 21:23,Tablet,"Beijing, CN",1,0,Occasional user - sporadic activity,Not Fraud
user_3097,Money Transfer,6218.32,19-02-2025 11:42,Mobile-Android,"Delhi, IN",3,0,New user - no history,Not Fraud
user_7520,Wallet Top-up,2419.34,21-08-2025 17:31,Mobile-Android,"Houston, US",1,0,Dormant account - reactivated,Not Fraud
user_7402,Bill Payment,2719.92,28-05-2025 01:41,POS-Terminal,"Moscow, RU",2,0,Occasional user - sporadic activity,Not Fraud
user_6771,Online Purchase,2729.09,27-06-2025 08:09,ATM,"Dubai, AE",1,0,Occasional user - sporadic activity,Not Fraud
user_5707,Password Change,0,01-08-2025 20:44,ATM,"Dubai, AE",4,0,Frequent user - daily activity,Not Fraud
user_7993,Money Transfer,10170.15,24-01-2025 23:30,Mobile-Android,"Lagos, NG",2,0,Multiple device switches,Fraud
user_9284,Bill Payment,2490.15,04-01-2025 09:02,Desktop-Mac,"Chicago, US",2,0,Frequent user - daily activity,Not Fraud
user_3996,Money Transfer,19274.97,11-06-2025 13:50,Desktop-Mac,Unknown Location,4,0,Recently flagged - suspicious history,Fraud
user_8839,Online Purchase,976.31,23-02-2025 18:08,Mobile-iOS,"Kolkata, IN",9,0,Occasional user - sporadic activity,Not Fraud
user_1276,Money Transfer,15099.91,24-05-2025 11:09,POS-Terminal,"Dubai, AE",3,1,Occasional user - sporadic activity,Not Fraud
user_6795,Add Beneficiary,0,16-08-2025 04:11,Tablet,"Kolkata, IN",2,0,Regular user - consistent pattern,Not Fraud
user_8844,Online Purchase,204.67,11-03-2025 16:34,Desktop-Mac,"Beijing, CN",2,0,Frequent user - daily activity,Not Fraud
user_8955,Password Change,0,17-07-2025 10:35,Mobile-Android,"Beijing, CN",2,0,New user - no history,Not Fraud
user_3859,Add Beneficiary,0,15-03-2025 16:32,POS-Terminal,"Delhi, IN",3,1,Dormant account - reactivated,Not Fraud
user_2036,Password Change,0,12-01-2025 18:50,Desktop-Windows,"Toronto, CA",3,1,New user - no history,Not Fraud
user_2416,Add Beneficiary,0,20-01-2025 23:17,Tablet,"Berlin, DE",3,0,Recently flagged - suspicious history,Not Fraud
user_7159,Loan Application,19696.08,08-05-2025 15:28,Desktop-Windows,"Berlin, DE",1,2,Occasional user - sporadic activity,Not Fraud
user_5155,Bill Payment,1306.62,09-06-2025 08:00,ATM,"Beijing, CN",1,1,New user - no history,Not Fraud
user_6037,Money Transfer,18818.98,21-04-2025 15:48,Tablet,"Delhi, IN",2,0,Multiple device switches,Fraud
user_8775,Online Purchase,227.21,01-03-2025 12:57,Mobile-Android,"Berlin, DE",9,0,Consistent single-device user,Not Fraud
user_8542,Password Change,0,09-06-2025 17:33,Desktop-Mac,"Beijing, CN",2,0,Frequent user - daily activity,Not Fraud
user_6058,Online Purchase,350.29,26-03-2025 07:49,Desktop-Windows,"Houston, US",8,1,Dormant account - reactivated,Not Fraud
user_4820,Money Transfer,2937.4,01-04-2025 08:37,ATM,"New York, US",2,2,Recently flagged - suspicious history,Not Fraud
user_8472,ATM Withdrawal,245.17,18-04-2025 17:00,Tablet,"Bangalore, IN",2,0,Multiple device switches,Not Fraud
user_8337,Loan Application,9030.27,28-07-2025 11:05,Mobile-iOS,"Delhi, IN",2,1,Regular user - consistent pattern,Not Fraud
user_6416,Login,0,22-03-2025 00:15,POS-Terminal,"London, UK",1,0,Multiple device switches,Not Fraud
user_7989,Loan Application,3770.11,14-08-2025 13:05,POS-Terminal,"Lagos, NG",2,0,Multiple device switches,Fraud
user_6260,Online Purchase,153.39,03-01-2025 12:29,Mobile-iOS,"Mumbai, IN",1,0,Consistent single-device user,Not Fraud
user_4381,Add Beneficiary,0,22-03-2025 11:05,Tablet,"Toronto, CA",2,2,Dormant account - reactivated,Not Fraud
user_5615,Add Beneficiary,0,26-03-2025 16:15,ATM,"London, UK",6,3,Frequent user - daily activity,Not Fraud
user_5217,Money Transfer,15844.56,26-05-2025 11:07,Tablet,"Lagos, NG",4,0,Recently flagged - suspicious history,Fraud
user_5670,Online Purchase,1726.89,05-01-2025 10:26,Tablet,"Berlin, DE",5,1,Occasional user - sporadic activity,Not Fraud
user_6377,Wallet Top-up,1263.28,28-08-2025 15:30,Mobile-iOS,"Kolkata, IN",3,0,Recently flagged - suspicious history,Not Fraud
user_5082,Bill Payment,315.32,27-05-2025 00:57,Desktop-Mac,"Chicago, US",3,0,Consistent single-device user,Not Fraud
user_8846,Password Change,0,31-03-2025 11:54,Mobile-iOS,"Toronto, CA",4,0,Dormant account - reactivated,Not Fraud
user_3161,Bill Payment,116.69,26-05-2025 00:19,Desktop-Mac,"Dubai, AE",2,0,Frequent user - daily activity,Not Fraud
user_1894,Login,0,02-04-2025 08:47,Mobile-Android,"Chicago, US",1,1,Consistent single-device user,Not Fraud
user_6836,Wallet Top-up,2122.4,28-03-2025 12:21,POS-Terminal,"Beijing, CN",2,0,Multiple device switches,Not Fraud
user_4578,Money Transfer,5258.77,08-03-2025 12:19,POS-Terminal,"Mumbai, IN",2,0,Frequent user - daily activity,Not Fraud
user_7078,Login,0,16-02-2025 20:18,Mobile-iOS,"Dubai, AE",1,1,Occasional user - sporadic activity,Not Fraud
user_5074,Online Purchase,933.53,23-02-2025 11:16,POS-Terminal,"Los Angeles, US",2,1,Multiple device switches,Not Fraud
user_7492,Wallet Top-up,2494.43,16-06-2025 01:50,Desktop-Windows,"Sao Paulo, BR",6,0,Recently flagged - suspicious history,Fraud
user_1821,Bill Payment,2658.93,05-05-2025 16:41,Desktop-Mac,"Singapore, SG",1,0,Regular user - consistent pattern,Not Fraud
user_4405,Password Change,0,23-07-2025 04:14,ATM,"Dubai, AE",7,0,Recently flagged - suspicious history,Fraud
user_7403,Password Change,0,06-07-2025 09:48,ATM,"Sao Paulo, BR",4,0,Occasional user - sporadic activity,Not Fraud
user_3511,Loan Application,15874.5,26-03-2025 00:01,Desktop-Mac,"Lagos, NG",1,0,Regular user - consistent pattern,Fraud
user_1359,Online Purchase,595.82,07-07-2025 12:28,POS-Terminal,"Chicago, US",6,1,Dormant account - reactivated,Not Fraud
user_8168,Add Beneficiary,0,06-06-2025 08:30,Desktop-Windows,"Sao Paulo, BR",2,2,Regular user - consistent pattern,Not Fraud
user_5554,Password Change,0,14-02-2025 09:05,Mobile-iOS,"Sao Paulo, BR",3,0,Consistent single-device user,Not Fraud
user_4850,Login,0,22-07-2025 09:45,Mobile-iOS,"New York, US",2,0,Regular user - consistent pattern,Not Fraud
user_8441,Bill Payment,2873.05,14-01-2025 16:08,Desktop-Windows,"Los Angeles, US",5,1,Recently flagged - suspicious history,Not Fraud
user_8578,Money Transfer,16642.36,07-05-2025 13:40,Desktop-Windows,"Dubai, AE",2,0,Occasional user - sporadic activity,Not Fraud
user_1819,Add Beneficiary,0,18-05-2025 11:34,ATM,Unknown Location,1,1,Occasional user - sporadic activity,Not Fraud
user_9286,Money Transfer,3638.58,30-05-2025 11:02,ATM,"Beijing, CN",2,1,Recently flagged - suspicious history,Not Fraud
user_9308,Bill Payment,2841.73,26-04-2025 13:40,Tablet,"Berlin, DE",1,0,Occasional user - sporadic activity,Not Fraud
user_2953,Wallet Top-up,1376.38,30-03-2025 14:15,POS-Terminal,"Lagos, NG",5,1,Regular user - consistent pattern,Not Fraud
user_8445,Login,0,27-06-2025 20:31,Mobile-Android,"Berlin, DE",7,0,Dormant account - reactivated,Not Fraud
user_5125,Password Change,0,15-08-2025 09:20,ATM,"Chicago, US",1,0,Consistent single-device user,Not Fraud
user_5170,Online Purchase,664.83,03-04-2025 13:10,ATM,"Toronto, CA",1,0,Multiple device switches,Not Fraud
user_5270,Loan Application,17587.45,19-02-2025 12:12,POS-Terminal,"Sao Paulo, BR",3,2,Frequent user - daily activity,Not Fraud
user_5823,ATM Withdrawal,226.98,09-05-2025 21:01,ATM,"Sydney, AU",2,0,Dormant account - reactivated,Not Fraud
user_5439,Card Swipe,20.2,07-06-2025 08:55,POS-Terminal,"Mumbai, IN",2,0,Dormant account - reactivated,Not Fraud
user_8343,Card Swipe,136.12,20-04-2025 17:11,POS-Terminal,"Beijing, CN",1,2,Dormant account - reactivated,Not Fraud
user_4820,ATM Withdrawal,100.64,23-07-2025 21:30,Mobile-iOS,"Chicago, US",2,0,Multiple device switches,Not Fraud
user_7543,Password Change,0,04-06-2025 14:09,Mobile-iOS,"New York, US",2,1,Occasional user - sporadic activity,Not Fraud
user_5683,Money Transfer,1473.15,16-04-2025 21:59,Mobile-iOS,"New York, US",3,0,Multiple device switches,Not Fraud
user_8141,Online Purchase,1392.5,15-04-2025 17:09,Mobile-iOS,"Dubai, AE",4,1,Occasional user - sporadic activity,Not Fraud
user_8069,Add Beneficiary,0,09-06-2025 06:42,Tablet,"New York, US",3,0,Frequent user - daily activity,Not Fraud
user_4654,Wallet Top-up,2282.05,17-05-2025 02:17,ATM,"Dubai, AE",4,0,New user - no history,Not Fraud
user_3487,Money Transfer,18997.65,11-07-2025 09:04,Desktop-Windows,"Sydney, AU",6,0,Dormant account - reactivated,Fraud
user_3517,Add Beneficiary,0,13-04-2025 14:34,Desktop-Windows,"Singapore, SG",1,0,Dormant account - reactivated,Not Fraud
user_9802,Login,0,04-02-2025 12:19,ATM,"Dubai, AE",1,1,Occasional user - sporadic activity,Not Fraud
user_9232,Card Swipe,226.7,22-03-2025 14:15,Tablet,"Mumbai, IN",4,0,Multiple device switches,Not Fraud
user_6092,Money Transfer,11936.08,18-06-2025 17:13,Mobile-iOS,"Chicago, US",1,3,Occasional user - sporadic activity,Not Fraud
user_2230,Online Purchase,553.15,14-03-2025 11:04,Mobile-iOS,"Moscow, RU",2,1,New user - no history,Not Fraud
user_8956,Wallet Top-up,2751.52,10-08-2025 15:55,Mobile-Android,"Los Angeles, US",5,0,Multiple device switches,Not Fraud
user_5549,Loan Application,13828.56,28-06-2025 07:10,Mobile-iOS,"Chicago, US",2,0,Multiple device switches,Fraud
user_7714,Login,0,30-06-2025 18:47,Mobile-Android,"Los Angeles, US",2,0,Occasional user - sporadic activity,Not Fraud
user_9912,Add Beneficiary,0,24-03-2025 09:06,POS-Terminal,"New York, US",5,0,Frequent user - daily activity,Not Fraud
user_1031,Password Change,0,17-04-2025 15:10,ATM,"Berlin, DE",1,1,Regular user - consistent pattern,Not Fraud
user_8390,Add Beneficiary,0,30-07-2025 14:27,Desktop-Mac,"Sao Paulo, BR",7,2,Occasional user - sporadic activity,Not Fraud
user_4388,Wallet Top-up,1830.19,22-02-2025 12:50,Mobile-iOS,"Dubai, AE",2,1,Dormant account - reactivated,Not Fraud
user_9885,Add Beneficiary,0,05-03-2025 09:29,Desktop-Mac,"Lagos, NG",8,0,New user - no history,Fraud
user_3540,Wallet Top-up,2374.35,05-06-2025 09:14,Mobile-iOS,"Los Angeles, US",2,0,Frequent user - daily activity,Not Fraud
user_4061,Card Swipe,371.21,03-05-2025 18:04,Desktop-Windows,"Sao Paulo, BR",4,3,Regular user - consistent pattern,Not Fraud
user_8901,Card Swipe,198.96,11-06-2025 16:27,POS-Terminal,"Mumbai, IN",3,0,New user - no history,Not Fraud
user_5052,Money Transfer,12442.34,30-01-2025 13:28,Desktop-Mac,"Singapore, SG",3,0,Multiple device switches,Fraud
user_9736,Online Purchase,1625.35,15-02-2025 11:42,POS-Terminal,"Beijing, CN",10,2,Occasional user - sporadic activity,Not Fraud
user_7174,Password Change,0,17-05-2025 17:52,Desktop-Mac,"Berlin, DE",3,0,New user - no history,Not Fraud
user_6303,Card Swipe,110.03,17-08-2025 16:37,Mobile-iOS,"Mumbai, IN",1,0,Multiple device switches,Not Fraud
user_8280,ATM Withdrawal,444.43,24-04-2025 15:38,Desktop-Windows,"Moscow, RU",1,0,Multiple device switches,Fraud
user_5989,Money Transfer,15301.17,06-01-2025 15:25,Tablet,"New York, US",4,0,Consistent single-device user,Not Fraud
user_5656,Add Beneficiary,0,25-07-2025 10:32,Tablet,"Berlin, DE",5,0,Consistent single-device user,Not Fraud
user_9503,Password Change,0,18-05-2025 09:46,ATM,"Sydney, AU",10,0,Regular user - consistent pattern,Not Fraud
user_5751,Password Change,0,19-06-2025 00:38,POS-Terminal,"Sydney, AU",2,0,Occasional user - sporadic activity,Not Fraud
user_1514,Bill Payment,1198.42,13-04-2025 22:02,Desktop-Windows,"Lagos, NG",6,0,Occasional user - sporadic activity,Not Fraud
user_9759,ATM Withdrawal,185.7,23-05-2025 07:14,Tablet,"Lagos, NG",1,1,Regular user - consistent pattern,Not Fraud
user_9861,Wallet Top-up,714.7,02-08-2025 15:30,ATM,"Sao Paulo, BR",1,0,Frequent user - daily activity,Not Fraud
user_3447,Card Swipe,396.27,24-02-2025 21:03,Mobile-Android,"Beijing, CN",4,1,Multiple device switches,Not Fraud
user_6830,Online Purchase,56.78,16-03-2025 23:22,Mobile-Android,"Lagos, NG",4,0,Consistent single-device user,Not Fraud
user_8077,Card Swipe,289.05,04-07-2025 14:30,Mobile-Android,"Beijing, CN",2,0,Regular user - consistent pattern,Not Fraud
user_8007,Password Change,0,01-03-2025 20:07,Desktop-Windows,Unknown Location,2,4,Occasional user - sporadic activity,Fraud
user_1708,Add Beneficiary,0,19-04-2025 13:42,Tablet,"Singapore, SG",2,3,Occasional user - sporadic activity,Not Fraud
user_7190,Bill Payment,2363.26,30-03-2025 08:20,Tablet,"Moscow, RU",6,0,Multiple device switches,Fraud
user_3962,Money Transfer,12199.32,12-06-2025 11:13,POS-Terminal,"Beijing, CN",2,0,Consistent single-device user,Not Fraud
user_8870,Add Beneficiary,0,21-07-2025 11:18,Desktop-Windows,"Mumbai, IN",1,0,Occasional user - sporadic activity,Not Fraud
user_4797,Wallet Top-up,679.55,05-02-2025 00:53,Desktop-Windows,"Mumbai, IN",2,0,Regular user - consistent pattern,Not Fraud
user_5081,Add Beneficiary,0,27-08-2025 08:11,ATM,"Los Angeles, US",4,0,Occasional user - sporadic activity,Not Fraud
user_9104,Bill Payment,1279.67,07-07-2025 10:41,Mobile-iOS,"Moscow, RU",3,1,Dormant account - reactivated,Fraud
user_6320,Bill Payment,546.93,04-08-2025 17:10,Desktop-Windows,"Chicago, US",5,0,New user - no history,Not Fraud
user_6368,Card Swipe,190.44,28-03-2025 06:04,Mobile-Android,"Sydney, AU",3,0,New user - no history,Not Fraud
user_6034,ATM Withdrawal,241.09,02-04-2025 18:40,ATM,"Chicago, US",2,0,Recently flagged - suspicious history,Not Fraud
user_8557,Money Transfer,7160.32,28-04-2025 11:51,Mobile-iOS,"London, UK",5,0,Regular user - consistent pattern,Not Fraud
user_4790,Card Swipe,260.17,16-05-2025 01:12,Mobile-iOS,"Delhi, IN",6,0,Frequent user - daily activity,Not Fraud
user_9538,Loan Application,19609.04,02-05-2025 12:02,Tablet,"Sydney, AU",1,3,New user - no history,Not Fraud
user_8862,Wallet Top-up,1428.28,22-04-2025 00:52,Mobile-iOS,"Toronto, CA",1,0,Consistent single-device user,Not Fraud
user_7694,Password Change,0,25-03-2025 19:13,POS-Terminal,"London, UK",5,1,Regular user - consistent pattern,Not Fraud
user_9386,Loan Application,17276.37,18-02-2025 11:43,Desktop-Windows,"Toronto, CA",2,0,Consistent single-device user,Not Fraud
user_7207,Bill Payment,1779.51,21-03-2025 12:59,Mobile-iOS,"Houston, US",2,0,Recently flagged - suspicious history,Not Fraud
user_8045,ATM Withdrawal,486.12,28-05-2025 11:39,Tablet,"Berlin, DE",3,0,Dormant account - reactivated,Not Fraud
user_1277,Wallet Top-up,2718.23,29-03-2025 19:43,Mobile-iOS,"Los Angeles, US",1,0,Recently flagged - suspicious history,Not Fraud
user_3788,ATM Withdrawal,201.03,13-05-2025 18:32,Desktop-Windows,"Moscow, RU",7,2,Consistent single-device user,Fraud
user_7073,Card Swipe,93.64,18-07-2025 21:23,Desktop-Mac,"Mumbai, IN",4,0,Occasional user - sporadic activity,Not Fraud
user_2821,Loan Application,1074.28,30-05-2025 08:28,Desktop-Mac,"Sao Paulo, BR",3,2,New user - no history,Not Fraud
user_5902,Wallet Top-up,1623.64,26-04-2025 16:58,Mobile-Android,"Bangalore, IN",7,1,Recently flagged - suspicious history,Not Fraud
user_6385,Money Transfer,15808.66,08-05-2025 19:13,ATM,"Singapore, SG",2,0,New user - no history,Not Fraud
user_3985,Online Purchase,1916.39,12-07-2025 09:32,Desktop-Mac,"Dubai, AE",1,0,Frequent user - daily activity,Not Fraud
user_9055,Wallet Top-up,243.96,03-01-2025 22:21,ATM,"New York, US",4,1,Occasional user - sporadic activity,Not Fraud
user_8295,Card Swipe,292.78,09-08-2025 12:09,Desktop-Mac,Unknown Location,3,0,Dormant account - reactivated,Not Fraud
user_6129,Wallet Top-up,1617.69,11-07-2025 00:46,Mobile-Android,"Berlin, DE",3,0,Multiple device switches,Not Fraud
user_2996,Loan Application,4860.57,08-08-2025 15:00,Tablet,"Chicago, US",3,0,Occasional user - sporadic activity,Not Fraud
user_6727,Money Transfer,4904.82,26-06-2025 12:36,Tablet,"Mumbai, IN",2,0,New user - no history,Not Fraud
user_1999,Bill Payment,901.51,18-01-2025 17:13,Desktop-Windows,Unknown Location,4,0,Frequent user - daily activity,Not Fraud
user_7587,Bill Payment,2745.46,11-05-2025 06:44,POS-Terminal,"Moscow, RU",3,0,Frequent user - daily activity,Not Fraud
user_1988,Login,0,12-08-2025 16:34,ATM,"Dubai, AE",2,0,Recently flagged - suspicious history,Not Fraud
user_5035,Money Transfer,13030.7,03-03-2025 20:52,Tablet,"Sydney, AU",1,0,New user - no history,Not Fraud
user_5032,Add Beneficiary,0,18-06-2025 22:39,Mobile-iOS,"Dubai, AE",6,0,Occasional user - sporadic activity,Not Fraud
user_1461,Bill Payment,1636.38,07-04-2025 12:49,Desktop-Mac,"New York, US",6,0,New user - no history,Not Fraud
user_5176,ATM Withdrawal,43.66,09-01-2025 17:26,Mobile-Android,"Moscow, RU",3,4,Dormant account - reactivated,Fraud
user_6484,Wallet Top-up,2617.22,01-08-2025 16:19,Desktop-Windows,"New York, US",2,0,Frequent user - daily activity,Not Fraud
user_9959,Login,0,09-03-2025 08:13,Mobile-iOS,"Sydney, AU",1,0,New user - no history,Not Fraud
user_5246,ATM Withdrawal,232.11,01-06-2025 14:37,Desktop-Windows,"Berlin, DE",7,0,Regular user - consistent pattern,Not Fraud
user_9114,Add Beneficiary,0,23-08-2025 10:48,POS-Terminal,"Dubai, AE",3,1,Regular user - consistent pattern,Not Fraud
user_3845,Bill Payment,1519.44,11-05-2025 18:17,Desktop-Mac,"Berlin, DE",6,1,Dormant account - reactivated,Not Fraud
user_4885,Password Change,0,04-02-2025 14:57,ATM,"Sydney, AU",2,2,Regular user - consistent pattern,Not Fraud
user_2963,Money Transfer,15163.3,18-07-2025 19:52,POS-Terminal,"Berlin, DE",1,0,Frequent user - daily activity,Not Fraud
user_9255,Wallet Top-up,2703.93,01-05-2025 14:13,Desktop-Mac,"Beijing, CN",2,0,Frequent user - daily activity,Not Fraud
user_7630,ATM Withdrawal,382.88,25-01-2025 13:53,Mobile-iOS,"Sao Paulo, BR",3,0,New user - no history,Not Fraud
user_4162,Wallet Top-up,2478.58,20-05-2025 20:01,Mobile-iOS,"Delhi, IN",2,1,Regular user - consistent pattern,Not Fraud
user_2111,Bill Payment,2587.76,09-01-2025 10:05,POS-Terminal,"Beijing, CN",2,0,Recently flagged - suspicious history,Not Fraud
user_2086,Login,0,26-06-2025 04:44,Tablet,"Dubai, AE",1,0,Occasional user - sporadic activity,Not Fraud
user_2233,Login,0,21-03-2025 16:45,Mobile-Android,"Kolkata, IN",7,0,Recently flagged - suspicious history,Not Fraud
user_1461,Loan Application,14617.29,10-04-2025 15:09,Desktop-Windows,"Singapore, SG",3,0,Occasional user - sporadic activity,Not Fraud
user_2280,Card Swipe,422.57,04-01-2025 19:11,Desktop-Windows,"Dubai, AE",3,1,Occasional user - sporadic activity,Not Fraud
user_2633,Money Transfer,10694.71,20-03-2025 16:02,Desktop-Mac,"Sydney, AU",1,0,Regular user - consistent pattern,Not Fraud
user_1196,Bill Payment,1640.74,15-01-2025 13:41,Mobile-iOS,"Berlin, DE",1,0,Frequent user - daily activity,Not Fraud
user_7784,Bill Payment,214.88,30-05-2025 12:26,Mobile-Android,"New York, US",2,0,Regular user - consistent pattern,Not Fraud
user_4987,Bill Payment,1003.95,24-07-2025 19:00,Desktop-Mac,"Houston, US",2,0,Regular user - consistent pattern,Not Fraud
user_3812,Bill Payment,285.1,25-05-2025 09:52,Mobile-Android,"Sao Paulo, BR",2,0,Multiple device switches,Not Fraud
user_2965,Login,0,11-08-2025 19:16,POS-Terminal,"Berlin, DE",4,1,Consistent single-device user,Not Fraud
user_3739,Wallet Top-up,2424.19,02-01-2025 22:30,Desktop-Mac,"London, UK",1,0,Occasional user - sporadic activity,Not Fraud
user_5940,ATM Withdrawal,429.85,03-04-2025 21:08,Mobile-iOS,"Los Angeles, US",2,0,Occasional user - sporadic activity,Not Fraud
user_5421,Money Transfer,2881.23,06-07-2025 18:59,Mobile-Android,"Lagos, NG",2,2,Consistent single-device user,Not Fraud
user_1370,Online Purchase,2024.84,22-03-2025 12:40,Mobile-Android,"London, UK",1,0,Consistent single-device user,Not Fraud
user_1394,Bill Payment,814.69,30-05-2025 11:44,Tablet,"Mumbai, IN",2,0,New user - no history,Not Fraud
user_6237,Wallet Top-up,1746.42,21-04-2025 19:10,Tablet,"Singapore, SG",10,1,Multiple device switches,Fraud
user_8011,Wallet Top-up,2025.02,16-01-2025 08:29,Mobile-Android,"Sydney, AU",1,0,Regular user - consistent pattern,Not Fraud
user_8181,Wallet Top-up,2929.38,09-01-2025 23:07,Desktop-Mac,"Toronto, CA",5,0,Multiple device switches,Fraud
user_1714,Login,0,15-07-2025 12:47,Tablet,Unknown Location,4,3,Frequent user - daily activity,Not Fraud
user_4233,Password Change,0,10-03-2025 23:17,Tablet,"Bangalore, IN",2,4,Occasional user - sporadic activity,Fraud
user_9647,Add Beneficiary,0,07-02-2025 11:27,POS-Terminal,"Dubai, AE",1,5,Frequent user - daily activity,Not Fraud
user_3431,Login,0,13-08-2025 11:21,Mobile-iOS,"Berlin, DE",1,0,Multiple device switches,Not Fraud
user_5779,Add Beneficiary,0,06-06-2025 13:37,Mobile-Android,"New York, US",2,1,New user - no history,Not Fraud
user_7655,Login,0,24-01-2025 00:54,Desktop-Mac,"Lagos, NG",4,0,Frequent user - daily activity,Not Fraud
user_9101,Online Purchase,2801.79,17-05-2025 18:37,ATM,"Lagos, NG",2,1,Regular user - consistent pattern,Not Fraud
user_1145,Wallet Top-up,2386.49,22-01-2025 11:34,ATM,"Singapore, SG",2,0,Recently flagged - suspicious history,Not Fraud
user_5013,Login,0,28-07-2025 03:58,ATM,"Kolkata, IN",2,1,Frequent user - daily activity,Not Fraud
user_2945,Money Transfer,14474.1,26-08-2025 10:28,Mobile-Android,"Sydney, AU",1,0,Dormant account - reactivated,Not Fraud
user_9212,Bill Payment,2278.89,05-01-2025 22:19,Mobile-iOS,"Moscow, RU",5,1,New user - no history,Not Fraud
user_4333,Password Change,0,16-04-2025 18:17,Mobile-Android,"Bangalore, IN",2,0,Recently flagged - suspicious history,Not Fraud
user_7626,Add Beneficiary,0,25-01-2025 13:45,Mobile-Android,"Lagos, NG",1,0,Regular user - consistent pattern,Not Fraud
user_2500,Wallet Top-up,460.86,25-04-2025 08:14,Tablet,Unknown Location,1,0,Multiple device switches,Fraud
user_6679,Wallet Top-up,2662.29,20-08-2025 14:44,Mobile-iOS,"Bangalore, IN",4,0,Frequent user - daily activity,Not Fraud
